0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,label,image_path
1.0,8.0,76.43977620999367,2.241564484873865,1.0972552657576335,9.254792895640138,3.0,1.3250112103913687,1.0,0.24157303370786518,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.13259668508287292,0.0,10.210370370370372,9.027407407407408,55.14444444444444,0.5,5.003661215523554,21.87396803974213,38.74427486396071,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0025780.jpg
1.0,8.0,24.28138630093172,1.2763697047356914,0.7985840292878585,22.396952735320006,4.0,1.719553827745047,1.0,0.31875,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3287671232876712,0.0,8.678888888888888,22.47074074074074,14.525185185185185,0.47368421052631576,10.3597483405883,10.689467170908586,11.019186001228872,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0025803.jpg
1.0,8.0,65.67506965667728,0.49476443804967796,36.76385528941754,184.01254150286243,2.0,0.8554508102715916,1.0,0.4946808510638298,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.295,0.0,5.435555555555555,7.2122222222222225,16.211111111111112,0.72,93.23500055450815,59.52882650232101,25.822652450133877,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0025825.jpg
1.0,8.0,17.024485253335808,0.8422442185721207,0.5852287954902156,52.017871944537674,3.0,1.3257847807705223,1.0,0.1834319526627219,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.24375,0.0,11.20962962962963,14.56925925925926,33.61666666666667,0.5217391304347826,24.877405137761937,16.80756857490699,8.737732012052044,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0025953.jpg
1.0,8.0,58.63572872823097,1.8296644862345879,0.6966813289188197,35.75143907764867,2.0,0.35335933473288234,0.0,0.7248677248677249,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7382198952879581,0.0,1.992962962962963,5.605185185185185,7.830740740740741,0.9333333333333333,16.866442199775534,24.338945005611674,31.811447811447813,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0025957.jpg
1.0,8.0,29.202703010298887,1.35161648649295,0.83100707092344,18.02597387014759,3.0,1.141153527446497,1.0,0.3356164383561644,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33540372670807456,0.0,6.9762962962962956,14.042592592592593,21.463703703703704,0.65,14.77924838179886,11.506134672978456,8.233020964158053,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0025992.jpg
1.0,8.0,105.46882620190455,0.2766568166743762,0.3453383462045722,90.58145003373821,3.0,1.3015742888488044,1.0,0.4124293785310734,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3372093023255814,0.31,5.483333333333333,12.738148148148149,27.17703703703704,0.5652173913043478,36.88496126258816,47.19378285495324,57.50260444731832,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026040.jpg
1.0,8.0,62.67643727298196,0.5228023907689573,1.1954156953356483,17.802964552554617,3.0,1.418026005128001,1.0,0.3263888888888889,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.22875816993464052,0.0,10.11,17.22259259259259,10.394074074074073,0.5238095238095238,8.91668755609823,19.12232042501233,29.327953293926427,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026149.jpg
1.0,8.0,82.11378237871462,2.3999882987845322,6.067204848404786,142.98479290919525,3.0,1.139278162691603,1.0,0.33152173913043476,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.21910112359550563,0.705925925925926,4.622592592592593,11.090370370370369,8.875555555555556,0.6071428571428571,73.65483221912118,56.52733605936695,39.39983989961273,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026171.jpg
1.0,8.0,122.38441331292202,0.21676988692857474,1.1319940042662484,11.771003726294744,3.0,1.1492297610834734,1.0,0.4065934065934066,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3620689655172414,0.2959259259259259,3.623333333333333,9.39962962962963,3.221851851851852,0.6956521739130435,2.671473964629984,31.900416180765813,61.129358396901644,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026194.jpg
1.0,8.0,19.660342296616523,1.2245924245815256,1.1264835562288305,11.58293146269907,4.0,1.4832261963938334,1.0,0.3197278911564626,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.2867132867132867,21.677407407407408,6.993703703703703,22.690740740740743,42.71407407407408,0.47368421052631576,4.867795734929843,7.637751438230714,10.407707141531585,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026212.jpg
1.0,8.0,149.45928621994616,7.338175349868661,1.119934018980285,11.123713717172274,4.0,1.4717374328453885,1.0,0.36065573770491804,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.22598870056497175,0.0,5.711111111111111,10.705555555555556,25.90740740740741,0.56,5.414084507042253,39.13990610328638,72.86572769953051,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026457.jpg
1.0,8.0,13.537660257252066,0.8705794064528206,0.4425503143742555,75.6120699237136,2.0,0.9709505941661296,1.0,0.3314285714285714,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.44785276073619634,0.3174074074074074,4.7588888888888885,16.26222222222222,1.9037037037037037,0.6,35.338049576851624,21.363832542080274,7.3896155073089265,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026468.jpg
1.0,8.0,55.81898630774259,1.78684681191249,0.8039380531088378,21.48703516024651,3.0,1.3792804868582516,1.0,0.3443708609271523,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3221476510067114,0.0,8.775925925925925,19.81222222222222,2.521851851851852,0.5294117647058824,10.76822491010134,18.404707420725728,26.041189931350118,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026525.jpg
1.0,8.0,17.4234863606121,1.205264531249571,3.0516233683183906,94.787347227467,4.0,1.5954618436612438,1.0,0.2546583850931677,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.43312101910828027,0.0,8.834814814814814,18.052222222222223,13.924444444444445,0.45,46.9230441270518,25.70027712641228,4.477510125772756,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026575.jpg
1.0,8.0,111.55041082351454,0.2811833925814735,0.9237786287145834,7.8774554316021375,3.0,1.3566695194005023,1.0,0.32098765432098764,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.17834394904458598,0.0,7.988888888888888,20.179259259259258,1.6207407407407406,0.47619047619047616,4.73700399876961,28.27053214395571,51.80406028914181,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026625.jpg
1.0,8.0,31.73742975087545,0.711456252348879,1.54701001859765,40.42877340868548,4.0,1.7499999994229218,1.0,0.27848101265822783,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2925170068027211,0.0,8.848518518518517,22.002592592592592,21.46,0.5,15.805896640129538,17.335717177169073,18.865537714208607,actinic keratosis,C:\Users\Halil\Desktop\bitirme\lesion.classification\images\ISIC_2018\train\actinic keratosis\ISIC_0026626.jpg
